"id","year","state_name","state_code","district_name","district_code","region","population_group","no_of_offices","no_of_accounts","deposit_amount"
6789,2021,"Uttar Pradesh",9,"Hathras",163,"Central Region","Urban",41,529,2828
6790,2021,"Uttar Pradesh",9,"Jalaun",151,"Central Region","Rural",57,858,1296
6791,2021,"Uttar Pradesh",9,"Jalaun",151,"Central Region","Semi-urban",40,783,1952
6792,2021,"Uttar Pradesh",9,"Jalaun",151,"Central Region","Urban",32,509,2997
6793,2021,"Uttar Pradesh",9,"Jaunpur",152,"Central Region","Rural",240,4335,9696
6794,2021,"Uttar Pradesh",9,"Jaunpur",152,"Central Region","Semi-urban",55,1196,3308
6795,2021,"Uttar Pradesh",9,"Jaunpur",152,"Central Region","Urban",51,782,5140
6796,2021,"Uttar Pradesh",9,"Jhansi",153,"Central Region","Rural",52,695,1694
6797,2021,"Uttar Pradesh",9,"Jhansi",153,"Central Region","Semi-urban",58,1075,3114
6798,2021,"Uttar Pradesh",9,"Jhansi",153,"Central Region","Urban",113,1348,12088
6799,2021,"Uttar Pradesh",9,"Amroha",154,"Central Region","Rural",118,1332,2319
6800,2021,"Uttar Pradesh",9,"Amroha",154,"Central Region","Semi-urban",52,788,2147
6801,2021,"Uttar Pradesh",9,"Amroha",154,"Central Region","Urban",33,419,1631
6802,2021,"Uttar Pradesh",9,"Kannauj",155,"Central Region","Rural",53,809,1211
6803,2021,"Uttar Pradesh",9,"Kannauj",155,"Central Region","Semi-urban",77,1301,3844
6804,2021,"Uttar Pradesh",9,"Kanpur Dehat",156,"Central Region","Rural",111,1614,3296
6805,2021,"Uttar Pradesh",9,"Kanpur Dehat",156,"Central Region","Semi-urban",54,898,2486
6806,2021,"Uttar Pradesh",9,"Kanpur Nagar",157,"Central Region","Rural",97,1259,3457
6807,2021,"Uttar Pradesh",9,"Kanpur Nagar",157,"Central Region","Semi-urban",42,657,1908
6808,2021,"Uttar Pradesh",9,"Kanpur Nagar",157,"Central Region","Metropolitan",530,6550,68546
6809,2021,"Uttar Pradesh",9,"Kasganj",633,"Central Region","Rural",34,371,452
6810,2021,"Uttar Pradesh",9,"Kasganj",633,"Central Region","Semi-urban",28,750,1162
6811,2021,"Uttar Pradesh",9,"Kasganj",633,"Central Region","Urban",23,433,1550
6812,2021,"Uttar Pradesh",9,"Kaushambi",158,"Central Region","Rural",86,1317,2274
6813,2021,"Uttar Pradesh",9,"Kaushambi",158,"Central Region","Semi-urban",44,644,1764
6814,2021,"Uttar Pradesh",9,"Kheri",159,"Central Region","Rural",150,2504,3250
6815,2021,"Uttar Pradesh",9,"Kheri",159,"Central Region","Semi-urban",83,1619,3366
6816,2021,"Uttar Pradesh",9,"Kheri",159,"Central Region","Urban",36,545,2800
6817,2021,"Uttar Pradesh",9,"Kushi Nagar",160,"Central Region","Rural",133,2833,4915
6818,2021,"Uttar Pradesh",9,"Kushi Nagar",160,"Central Region","Semi-urban",79,1700,4090
6819,2021,"Uttar Pradesh",9,"Lalitpur",161,"Central Region","Rural",50,912,1283
6820,2021,"Uttar Pradesh",9,"Lalitpur",161,"Central Region","Semi-urban",11,227,473
6821,2021,"Uttar Pradesh",9,"Lalitpur",161,"Central Region","Urban",31,459,2113
6822,2021,"Uttar Pradesh",9,"Lucknow",162,"Central Region","Rural",152,1665,7247
6823,2021,"Uttar Pradesh",9,"Lucknow",162,"Central Region","Semi-urban",71,832,3179
6824,2021,"Uttar Pradesh",9,"Lucknow",162,"Central Region","Metropolitan",814,9124,174853
6825,2021,"Uttar Pradesh",9,"Maharajganj",164,"Central Region","Rural",103,2294,3356
6826,2021,"Uttar Pradesh",9,"Maharajganj",164,"Central Region","Semi-urban",61,953,2389
6827,2021,"Uttar Pradesh",9,"Mahoba",165,"Central Region","Rural",21,437,712
6828,2021,"Uttar Pradesh",9,"Mahoba",165,"Central Region","Semi-urban",40,699,2681
6829,2021,"Uttar Pradesh",9,"Mainpuri",166,"Central Region","Rural",53,781,1121
6830,2021,"Uttar Pradesh",9,"Mainpuri",166,"Central Region","Semi-urban",30,1038,1944
6831,2021,"Uttar Pradesh",9,"Mainpuri",166,"Central Region","Urban",32,530,3001
6832,2021,"Uttar Pradesh",9,"Mathura",167,"Central Region","Rural",85,1017,2475
6833,2021,"Uttar Pradesh",9,"Mathura",167,"Central Region","Semi-urban",108,1363,5677
6834,2021,"Uttar Pradesh",9,"Mathura",167,"Central Region","Urban",87,985,9115
6835,2021,"Uttar Pradesh",9,"Mau",168,"Central Region","Rural",93,1845,4367
6836,2021,"Uttar Pradesh",9,"Mau",168,"Central Region","Semi-urban",39,846,2559
6837,2021,"Uttar Pradesh",9,"Mau",168,"Central Region","Urban",33,613,2826
6838,2021,"Uttar Pradesh",9,"Meerut",169,"Central Region","Rural",119,1243,3869
6839,2021,"Uttar Pradesh",9,"Meerut",169,"Central Region","Semi-urban",69,1132,3445
6840,2021,"Uttar Pradesh",9,"Meerut",169,"Central Region","Metropolitan",284,3211,30412
6841,2021,"Uttar Pradesh",9,"Mirzapur",170,"Central Region","Rural",128,2301,4513
6842,2021,"Uttar Pradesh",9,"Mirzapur",170,"Central Region","Semi-urban",23,393,1186
6843,2021,"Uttar Pradesh",9,"Mirzapur",170,"Central Region","Urban",49,672,3815
6844,2021,"Uttar Pradesh",9,"Moradabad",171,"Central Region","Rural",136,1708,2666
6845,2021,"Uttar Pradesh",9,"Moradabad",171,"Central Region","Semi-urban",54,1049,2207
6846,2021,"Uttar Pradesh",9,"Moradabad",171,"Central Region","Urban",153,1906,13320
6847,2021,"Uttar Pradesh",9,"Muzaffarnagar",172,"Central Region","Rural",98,961,2398
6848,2021,"Uttar Pradesh",9,"Muzaffarnagar",172,"Central Region","Semi-urban",99,1576,4319
6849,2021,"Uttar Pradesh",9,"Muzaffarnagar",172,"Central Region","Urban",89,1100,7725
6850,2021,"Uttar Pradesh",9,"Hapur",661,"Central Region","Rural",57,569,1693
6851,2021,"Uttar Pradesh",9,"Hapur",661,"Central Region","Semi-urban",36,448,1444
6852,2021,"Uttar Pradesh",9,"Hapur",661,"Central Region","Urban",47,584,3918
6853,2021,"Uttar Pradesh",9,"Pilibhit",173,"Central Region","Rural",77,1175,1453
6854,2021,"Uttar Pradesh",9,"Pilibhit",173,"Central Region","Semi-urban",40,873,1637
6855,2021,"Uttar Pradesh",9,"Pilibhit",173,"Central Region","Urban",32,449,2326
6856,2021,"Uttar Pradesh",9,"Shamli",660,"Central Region","Rural",33,314,766
6857,2021,"Uttar Pradesh",9,"Shamli",660,"Central Region","Semi-urban",39,724,1664
6858,2021,"Uttar Pradesh",9,"Shamli",660,"Central Region","Urban",29,347,1870
6859,2021,"Uttar Pradesh",9,"Pratapgarh",629,"Central Region","Rural",192,3660,7618
6860,2021,"Uttar Pradesh",9,"Pratapgarh",629,"Central Region","Semi-urban",60,964,4047
6861,2021,"Uttar Pradesh",9,"Prayagraj",120,"Central Region","Rural",239,4420,8480
6862,2021,"Uttar Pradesh",9,"Prayagraj",120,"Central Region","Semi-urban",66,1579,4518
6863,2021,"Uttar Pradesh",9,"Prayagraj",120,"Central Region","Metropolitan",277,3532,38491
6864,2021,"Uttar Pradesh",9,"Rae Bareli",175,"Central Region","Rural",195,2476,5345
6865,2021,"Uttar Pradesh",9,"Rae Bareli",175,"Central Region","Semi-urban",64,914,2465
6866,2021,"Uttar Pradesh",9,"Rae Bareli",175,"Central Region","Urban",54,711,4336
6867,2021,"Uttar Pradesh",9,"Rampur",176,"Central Region","Rural",109,1245,1519
6868,2021,"Uttar Pradesh",9,"Rampur",176,"Central Region","Semi-urban",54,928,1632
6869,2021,"Uttar Pradesh",9,"Rampur",176,"Central Region","Urban",44,601,3167
6870,2021,"Uttar Pradesh",9,"Saharanpur",177,"Central Region","Rural",108,1549,2768
6871,2021,"Uttar Pradesh",9,"Saharanpur",177,"Central Region","Semi-urban",89,1560,3221
6872,2021,"Uttar Pradesh",9,"Saharanpur",177,"Central Region","Urban",109,1491,9359
6873,2021,"Uttar Pradesh",9,"Sant Kabeer Nagar",178,"Central Region","Rural",84,1734,2610
6874,2021,"Uttar Pradesh",9,"Sant Kabeer Nagar",178,"Central Region","Semi-urban",42,649,2067
6875,2021,"Uttar Pradesh",9,"Bhadohi",179,"Central Region","Rural",71,1152,2630
6876,2021,"Uttar Pradesh",9,"Bhadohi",179,"Central Region","Semi-urban",61,908,3494
6877,2021,"Uttar Pradesh",9,"Shahjahanpur",180,"Central Region","Rural",121,1968,2337
6878,2021,"Uttar Pradesh",9,"Shahjahanpur",180,"Central Region","Semi-urban",56,1105,2298
6879,2021,"Uttar Pradesh",9,"Shahjahanpur",180,"Central Region","Urban",52,733,4383
6880,2021,"Uttar Pradesh",9,"Shravasti",181,"Central Region","Rural",52,954,1225
6881,2021,"Uttar Pradesh",9,"Shravasti",181,"Central Region","Semi-urban",22,286,749
6882,2021,"Uttar Pradesh",9,"Siddharth Nagar",182,"Central Region","Rural",116,2607,4281
6883,2021,"Uttar Pradesh",9,"Siddharth Nagar",182,"Central Region","Semi-urban",38,457,1540
6884,2021,"Uttar Pradesh",9,"Sitapur",183,"Central Region","Rural",175,2845,3212
6885,2021,"Uttar Pradesh",9,"Sitapur",183,"Central Region","Semi-urban",77,1488,3092
6886,2021,"Uttar Pradesh",9,"Sitapur",183,"Central Region","Urban",45,673,3800
6887,2021,"Uttar Pradesh",9,"Sonbhadra",184,"Central Region","Rural",74,1349,3628
6888,2021,"Uttar Pradesh",9,"Sonbhadra",184,"Central Region","Semi-urban",86,1142,5819
6889,2021,"Uttar Pradesh",9,"Sultanpur",185,"Central Region","Rural",132,2806,5283
6890,2021,"Uttar Pradesh",9,"Sultanpur",185,"Central Region","Semi-urban",8,189,444
6891,2021,"Uttar Pradesh",9,"Sultanpur",185,"Central Region","Urban",39,542,3635
6892,2021,"Uttar Pradesh",9,"Unnao",186,"Central Region","Rural",128,2248,4510
6893,2021,"Uttar Pradesh",9,"Unnao",186,"Central Region","Semi-urban",53,1065,2604
6894,2021,"Uttar Pradesh",9,"Unnao",186,"Central Region","Urban",39,591,4252
6895,2021,"Uttar Pradesh",9,"Varanasi",187,"Central Region","Rural",165,2452,6685
6896,2021,"Uttar Pradesh",9,"Varanasi",187,"Central Region","Semi-urban",34,595,2266
6897,2021,"Uttar Pradesh",9,"Varanasi",187,"Central Region","Metropolitan",337,4328,38990
6898,2021,"Uttarakhand",5,"Almora",45,"Central Region","Rural",0,0,0
6899,2021,"Uttarakhand",5,"Almora",45,"Central Region","Semi-urban",0,0,0
6900,2021,"Uttarakhand",5,"Bageshwar",46,"Central Region","Rural",0,0,0
6901,2021,"Uttarakhand",5,"Chamoli",47,"Central Region","Rural",0,0,0
6902,2021,"Uttarakhand",5,"Chamoli",47,"Central Region","Semi-urban",0,0,0
6903,2021,"Uttarakhand",5,"Champawat",48,"Central Region","Rural",0,0,0
6904,2021,"Uttarakhand",5,"Champawat",48,"Central Region","Semi-urban",0,0,0
6905,2021,"Uttarakhand",5,"Dehradun",49,"Central Region","Rural",0,0,0
6906,2021,"Uttarakhand",5,"Dehradun",49,"Central Region","Semi-urban",0,0,0
6907,2021,"Uttarakhand",5,"Dehradun",49,"Central Region","Urban",0,0,0
6908,2021,"Uttarakhand",5,"Pauri Garhwal",52,"Central Region","Rural",0,0,0
6909,2021,"Uttarakhand",5,"Pauri Garhwal",52,"Central Region","Semi-urban",0,0,0
6910,2021,"Uttarakhand",5,"Haridwar",50,"Central Region","Rural",0,0,0
6911,2021,"Uttarakhand",5,"Haridwar",50,"Central Region","Semi-urban",0,0,0
6912,2021,"Uttarakhand",5,"Haridwar",50,"Central Region","Urban",0,0,0
6913,2021,"Uttarakhand",5,"Nainital",51,"Central Region","Rural",0,0,0
6914,2021,"Uttarakhand",5,"Nainital",51,"Central Region","Semi-urban",0,0,0
6915,2021,"Uttarakhand",5,"Nainital",51,"Central Region","Urban",0,0,0
6916,2021,"Uttarakhand",5,"Pithoragarh",53,"Central Region","Rural",0,0,0
6917,2021,"Uttarakhand",5,"Pithoragarh",53,"Central Region","Semi-urban",0,0,0
6918,2021,"Uttarakhand",5,"Rudra Prayag",54,"Central Region","Rural",0,0,0
6919,2021,"Uttarakhand",5,"Tehri Garhwal",55,"Central Region","Rural",0,0,0
6920,2021,"Uttarakhand",5,"Tehri Garhwal",55,"Central Region","Semi-urban",0,0,0
6921,2021,"Uttarakhand",5,"Udam Singh Nagar",56,"Central Region","Rural",0,0,0
6922,2021,"Uttarakhand",5,"Udam Singh Nagar",56,"Central Region","Semi-urban",0,0,0
6923,2021,"Uttarakhand",5,"Udam Singh Nagar",56,"Central Region","Urban",0,0,0
6924,2021,"Uttarakhand",5,"Uttar Kashi",57,"Central Region","Rural",0,0,0
6925,2021,"Uttarakhand",5,"Uttar Kashi",57,"Central Region","Semi-urban",0,0,0
6926,2021,"Uttarakhand",5,"Almora",45,"Central Region","Rural",84,780,3192
6927,2021,"Uttarakhand",5,"Almora",45,"Central Region","Semi-urban",43,313,2579
6928,2021,"Uttarakhand",5,"Bageshwar",46,"Central Region","Rural",50,447,1921
6929,2021,"Uttarakhand",5,"Chamoli",47,"Central Region","Rural",46,469,2011
6930,2021,"Uttarakhand",5,"Chamoli",47,"Central Region","Semi-urban",31,179,1157
6931,2021,"Uttarakhand",5,"Champawat",48,"Central Region","Rural",44,364,1879
6932,2021,"Uttarakhand",5,"Champawat",48,"Central Region","Semi-urban",12,95,445
6933,2021,"Uttarakhand",5,"Dehradun",49,"Central Region","Rural",133,1048,5296
6934,2021,"Uttarakhand",5,"Dehradun",49,"Central Region","Semi-urban",94,797,7821
6935,2021,"Uttarakhand",5,"Dehradun",49,"Central Region","Urban",377,2950,67320
6936,2021,"Uttarakhand",5,"Pauri Garhwal",52,"Central Region","Rural",110,863,4135
6937,2021,"Uttarakhand",5,"Pauri Garhwal",52,"Central Region","Semi-urban",64,481,4338
6938,2021,"Uttarakhand",5,"Haridwar",50,"Central Region","Rural",72,1027,4925
6939,2021,"Uttarakhand",5,"Haridwar",50,"Central Region","Semi-urban",54,673,1995
6940,2021,"Uttarakhand",5,"Haridwar",50,"Central Region","Urban",158,1735,14638
6941,2021,"Uttarakhand",5,"Nainital",51,"Central Region","Rural",100,797,3734
6942,2021,"Uttarakhand",5,"Nainital",51,"Central Region","Semi-urban",50,380,3550
6943,2021,"Uttarakhand",5,"Nainital",51,"Central Region","Urban",88,774,8025
6944,2021,"Uttarakhand",5,"Pithoragarh",53,"Central Region","Rural",65,593,2394
6945,2021,"Uttarakhand",5,"Pithoragarh",53,"Central Region","Semi-urban",26,243,1892
6946,2021,"Uttarakhand",5,"Rudra Prayag",54,"Central Region","Rural",48,400,1849
6947,2021,"Uttarakhand",5,"Tehri Garhwal",55,"Central Region","Rural",79,805,3088
6948,2021,"Uttarakhand",5,"Tehri Garhwal",55,"Central Region","Semi-urban",30,142,1488
6949,2021,"Uttarakhand",5,"Udam Singh Nagar",56,"Central Region","Rural",100,950,2376
6950,2021,"Uttarakhand",5,"Udam Singh Nagar",56,"Central Region","Semi-urban",108,1039,3701
6951,2021,"Uttarakhand",5,"Udam Singh Nagar",56,"Central Region","Urban",104,1269,7826
6952,2021,"Uttarakhand",5,"Uttar Kashi",57,"Central Region","Rural",34,361,1044
6953,2021,"Uttarakhand",5,"Uttar Kashi",57,"Central Region","Semi-urban",16,108,712
6954,2021,"West Bengal",19,"Alipurduar",664,"Eastern Region","Rural",0,0,0
6955,2021,"West Bengal",19,"Alipurduar",664,"Eastern Region","Semi-urban",0,0,0
6956,2021,"West Bengal",19,"Bankura",305,"Eastern Region","Rural",0,0,0
6957,2021,"West Bengal",19,"Bankura",305,"Eastern Region","Semi-urban",0,0,0
6958,2021,"West Bengal",19,"Bankura",305,"Eastern Region","Urban",0,0,0
6959,2021,"West Bengal",19,"Birbhum",307,"Eastern Region","Rural",0,0,0
6960,2021,"West Bengal",19,"Birbhum",307,"Eastern Region","Semi-urban",0,0,0
6961,2021,"West Bengal",19,"Dinajpur Dakshin",310,"Eastern Region","Rural",0,0,0
6962,2021,"West Bengal",19,"Dinajpur Dakshin",310,"Eastern Region","Semi-urban",0,0,0
6963,2021,"West Bengal",19,"Dinajpur Dakshin",310,"Eastern Region","Urban",0,0,0
6964,2021,"West Bengal",19,"Darjeeling",309,"Eastern Region","Rural",0,0,0
6965,2021,"West Bengal",19,"Darjeeling",309,"Eastern Region","Semi-urban",0,0,0
6966,2021,"West Bengal",19,"Darjeeling",309,"Eastern Region","Urban",0,0,0
6967,2021,"West Bengal",19,"Howrah",313,"Eastern Region","Rural",0,0,0
6968,2021,"West Bengal",19,"Howrah",313,"Eastern Region","Semi-urban",0,0,0
6969,2021,"West Bengal",19,"Howrah",313,"Eastern Region","Urban",0,0,0
6970,2021,"West Bengal",19,"Howrah",313,"Eastern Region","Metropolitan",0,0,0
6971,2021,"West Bengal",19,"Hooghly",312,"Eastern Region","Rural",0,0,0
6972,2021,"West Bengal",19,"Hooghly",312,"Eastern Region","Semi-urban",0,0,0
6973,2021,"West Bengal",19,"Hooghly",312,"Eastern Region","Urban",0,0,0
6974,2021,"West Bengal",19,"Jalpaiguri",314,"Eastern Region","Rural",0,0,0
6975,2021,"West Bengal",19,"Jalpaiguri",314,"Eastern Region","Semi-urban",0,0,0
6976,2021,"West Bengal",19,"Jalpaiguri",314,"Eastern Region","Urban",0,0,0
6977,2021,"West Bengal",19,"Jhargram",703,"Eastern Region","Rural",0,0,0
6978,2021,"West Bengal",19,"Jhargram",703,"Eastern Region","Semi-urban",0,0,0
6979,2021,"West Bengal",19,"Kalimpong",702,"Eastern Region","Rural",0,0,0
6980,2021,"West Bengal",19,"Coochbehar",308,"Eastern Region","Rural",0,0,0
6981,2021,"West Bengal",19,"Coochbehar",308,"Eastern Region","Semi-urban",0,0,0
6982,2021,"West Bengal",19,"Kolkata",315,"Eastern Region","Metropolitan",0,0,0
6983,2021,"West Bengal",19,"Maldah",316,"Eastern Region","Rural",0,0,0
6984,2021,"West Bengal",19,"Maldah",316,"Eastern Region","Semi-urban",0,0,0
6985,2021,"West Bengal",19,"Maldah",316,"Eastern Region","Urban",0,0,0
6986,2021,"West Bengal",19,"Murshidabad",319,"Eastern Region","Rural",0,0,0
6987,2021,"West Bengal",19,"Murshidabad",319,"Eastern Region","Semi-urban",0,0,0
6988,2021,"West Bengal",19,"Murshidabad",319,"Eastern Region","Urban",0,0,0
6989,2021,"West Bengal",19,"Nadia",320,"Eastern Region","Rural",0,0,0
6990,2021,"West Bengal",19,"Nadia",320,"Eastern Region","Semi-urban",0,0,0
6991,2021,"West Bengal",19,"Nadia",320,"Eastern Region","Urban",0,0,0
6992,2021,"West Bengal",19,"24 Paraganas North",303,"Eastern Region","Rural",0,0,0
6993,2021,"West Bengal",19,"24 Paraganas North",303,"Eastern Region","Semi-urban",0,0,0
6994,2021,"West Bengal",19,"24 Paraganas North",303,"Eastern Region","Urban",0,0,0
6995,2021,"West Bengal",19,"Paschim Bardhaman",704,"Eastern Region","Rural",0,0,0
6996,2021,"West Bengal",19,"Paschim Bardhaman",704,"Eastern Region","Semi-urban",0,0,0
6997,2021,"West Bengal",19,"Paschim Bardhaman",704,"Eastern Region","Urban",0,0,0
6998,2021,"West Bengal",19,"Medinipur East",317,"Eastern Region","Rural",0,0,0
6999,2021,"West Bengal",19,"Medinipur East",317,"Eastern Region","Semi-urban",0,0,0
7000,2021,"West Bengal",19,"Medinipur East",317,"Eastern Region","Urban",0,0,0
7001,2021,"West Bengal",19,"Purba Bardhaman",306,"Eastern Region","Rural",0,0,0
7002,2021,"West Bengal",19,"Purba Bardhaman",306,"Eastern Region","Semi-urban",0,0,0
7003,2021,"West Bengal",19,"Purba Bardhaman",306,"Eastern Region","Urban",0,0,0
7004,2021,"West Bengal",19,"Medinipur West",318,"Eastern Region","Rural",0,0,0
7005,2021,"West Bengal",19,"Medinipur West",318,"Eastern Region","Semi-urban",0,0,0
7006,2021,"West Bengal",19,"Medinipur West",318,"Eastern Region","Urban",0,0,0
7007,2021,"West Bengal",19,"Purulia",321,"Eastern Region","Rural",0,0,0
7008,2021,"West Bengal",19,"Purulia",321,"Eastern Region","Semi-urban",0,0,0
7009,2021,"West Bengal",19,"Purulia",321,"Eastern Region","Urban",0,0,0
7010,2021,"West Bengal",19,"24 Paraganas South",304,"Eastern Region","Rural",0,0,0
7011,2021,"West Bengal",19,"24 Paraganas South",304,"Eastern Region","Semi-urban",0,0,0
7012,2021,"West Bengal",19,"24 Paraganas South",304,"Eastern Region","Urban",0,0,0
7013,2021,"West Bengal",19,"Dinajpur Uttar",311,"Eastern Region","Rural",0,0,0
7014,2021,"West Bengal",19,"Dinajpur Uttar",311,"Eastern Region","Semi-urban",0,0,0
7015,2021,"West Bengal",19,"Dinajpur Uttar",311,"Eastern Region","Urban",0,0,0
7016,2021,"West Bengal",19,"Alipurduar",664,"Eastern Region","Rural",67,1478,4320
7017,2021,"West Bengal",19,"Alipurduar",664,"Eastern Region","Semi-urban",50,1006,2588
7018,2021,"West Bengal",19,"Bankura",305,"Eastern Region","Rural",207,4040,10075
7019,2021,"West Bengal",19,"Bankura",305,"Eastern Region","Semi-urban",32,557,2235
7020,2021,"West Bengal",19,"Bankura",305,"Eastern Region","Urban",34,623,4543
7022,2021,"West Bengal",19,"Birbhum",307,"Eastern Region","Rural",197,4229,7229
7023,2021,"West Bengal",19,"Birbhum",307,"Eastern Region","Semi-urban",126,2171,8923
7024,2021,"West Bengal",19,"Dinajpur Dakshin",310,"Eastern Region","Rural",86,1737,1739
7025,2021,"West Bengal",19,"Dinajpur Dakshin",310,"Eastern Region","Semi-urban",18,291,484
7026,2021,"West Bengal",19,"Dinajpur Dakshin",310,"Eastern Region","Urban",30,425,1944
7027,2021,"West Bengal",19,"Darjeeling",309,"Eastern Region","Rural",85,1141,2546
7028,2021,"West Bengal",19,"Darjeeling",309,"Eastern Region","Semi-urban",36,438,1675
7029,2021,"West Bengal",19,"Darjeeling",309,"Eastern Region","Urban",174,1903,15266
7030,2021,"West Bengal",19,"Howrah",313,"Eastern Region","Rural",182,3246,9398
7031,2021,"West Bengal",19,"Howrah",313,"Eastern Region","Semi-urban",90,1586,5806
7032,2021,"West Bengal",19,"Howrah",313,"Eastern Region","Urban",61,966,5809
7033,2021,"West Bengal",19,"Howrah",313,"Eastern Region","Metropolitan",163,2156,19841
7034,2021,"West Bengal",19,"Hooghly",312,"Eastern Region","Rural",252,4490,10925
7035,2021,"West Bengal",19,"Hooghly",312,"Eastern Region","Semi-urban",133,2458,10875
7036,2021,"West Bengal",19,"Hooghly",312,"Eastern Region","Urban",186,2913,22859
7037,2021,"West Bengal",19,"Jalpaiguri",314,"Eastern Region","Rural",79,1478,1992
7038,2021,"West Bengal",19,"Jalpaiguri",314,"Eastern Region","Semi-urban",97,1758,3685
7039,2021,"West Bengal",19,"Jalpaiguri",314,"Eastern Region","Urban",82,1053,5304
7040,2021,"West Bengal",19,"Jhargram",703,"Eastern Region","Rural",76,1340,2523
7041,2021,"West Bengal",19,"Jhargram",703,"Eastern Region","Semi-urban",14,204,1242
7042,2021,"West Bengal",19,"Kalimpong",702,"Eastern Region","Rural",30,365,1580
7043,2021,"West Bengal",19,"Kalimpong",702,"Eastern Region","Semi-urban",0,0,0
7044,2021,"West Bengal",19,"Coochbehar",308,"Eastern Region","Rural",165,2935,2483
7045,2021,"West Bengal",19,"Coochbehar",308,"Eastern Region","Semi-urban",117,2095,6054
7046,2021,"West Bengal",19,"Kolkata",315,"Eastern Region","Metropolitan",1633,18467,347842
7047,2021,"West Bengal",19,"Maldah",316,"Eastern Region","Rural",177,4205,4942
